ags,kurz_name,wald_19_qm,sied_verk_19_qm,landwirt_19_qm,verkehr_19_qm,sied_verk_qm_ew_19
"01056040","Prisdorf",8.3,36.8,49.8,6.3,861
"01056047","Tangstedt",3.1,13.7,81.3,3.7,763
"01056001","Appen",3.7,24,66.1,5.3,1003
"01056016","Groß Nordende",1.4,9.8,84,2.4,691
"01056019","Haselau",2.6,8.5,45.7,1.6,1499
"01056020","Haseldorf",3.9,7.9,75.9,2.5,799
"01056023","Heidgraben",5.3,29.7,60.9,7.3,592
"01056024","Heist",19.6,27.8,49.7,13.5,963
"01056027","Hetlingen",2.1,4.8,46.9,1.3,855
"01056028","Holm",13.4,20.8,59.1,4.1,1030
"01056036","Moorrege",4.9,25.2,64.1,4.7,610
"01056037","Neuendeich",0.2,8.4,87.4,3,1416
"01057001","Ascheberg (Holstein)",5.2,9.7,55.9,2.6,699
"01057008","Bönebüttel",14.5,9.2,75.3,3.7,912
"01057009","Bösdorf",12.3,12.6,66.2,3.3,2058
"01057057","Plön",5.2,11.4,5.9,2.4,470
"01057062","Preetz",7.4,40.5,35.5,8.5,366
"01057091","Schwentinental",13.6,34.9,48.3,8.4,452
"01057004","Behrensdorf (Ostsee)",9.6,6.5,59.1,2.2,2164
"01057007","Blekendorf",6.2,7.4,82.3,2.4,1681
"01057013","Dannau",9.1,7.5,82.7,2.7,1118
"01057021","Giekau",16.6,4.8,56.7,2,1520
"01057026","Helmstorf",13.7,4.8,79.9,2.3,2025
"01057027","Högsdorf",19.1,6.6,72.6,3.2,1801
"01057029","Hohenfelde",9.9,12.7,74.6,3.6,1321
"01057030","Hohwacht (Ostsee)",11.8,25.9,41.7,4.2,2697
"01057034","Kirchnüchel",24.6,4.1,70.5,1.8,2182
"01057035","Klamp",13.7,7.4,77.6,3.5,1115
"01057038","Kletkamp",13.3,4.6,73.9,1.8,6140
"01057048","Lütjenburg",2.3,46,48.4,9.3,537
"01057055","Panker",17,9.9,70.6,3.7,1596
"01057076","Schwartbuck",8.9,5.7,81.1,2.3,1002
"01057082","Tröndel",0.1,7.7,89,2.9,1540
"01057015","Dersau",5.7,12.1,80.9,2.9,1012
"01057017","Dörnick",1.8,9.3,88.4,3.5,1564
"01057022","Grebin",11.7,6.2,71.4,2.4,1539
"01057032","Kalübbe",11.3,5.6,82,2.1,1148
"01057045","Lebrade",9.7,4.6,69.8,2,1350
"01057053","Nehmten",27.7,3.6,42.4,1.6,2737
"01057065","Rantzau",12,4.6,79.7,2.3,2295
"01057067","Rathjensdorf",8.3,5.5,71.8,2.2,1333
"01057089","Wittmoldt",12.7,4.9,78.2,2.1,1755
"01057002","Barmissen",0.1,5.3,94.3,2.7,1757
"01057010","Boksee",6.7,8.6,83.5,2.5,1087
"01057011","Bothkamp",10.9,4.6,71.4,2.4,2362
"01057023","Großbarkau",1.3,8.1,89.5,2.4,940
"01057031","Honigsee",10.6,9.8,77.6,2.6,2367
"01057033","Kirchbarkau",2.8,22.7,44.7,5.9,626
"01057037","Klein Barkau",4.3,10.4,84.8,5.1,1566
"01057042","Kühren",12.2,5,73.6,1.9,1391
"01057046","Lehmkuhlen",15.7,5.8,77.1,2.1,1391
"01057047","Löptin",6.9,5.2,84.5,2.6,1613
"01057054","Nettelsee",6.3,9.2,80.3,4.6,1409
"01057058","Pohnsdorf",32.6,3.7,48.7,2.1,2267
"01057059","Postfeld",2.4,7,87.4,2.9,1323
"01057066","Rastorf",13.5,8.6,72.1,2.9,2149
"01057070","Schellhorn",6.7,11.5,71.6,4.4,814
"01057084","Wahlstorf",9.2,4.6,70.5,1.6,1466
"01057086","Warnau",0.6,8.9,90.1,4,1015
"01057003","Barsbek",1.5,5.9,90.1,2.3,918
"01057006","Bendfeld",0.5,5.4,94,2.2,1201
"01057012","Brodersdorf",2.8,11.1,84.4,4.7,1019
"01057018","Fahren",0.1,4.6,94.1,2,1282
"01057020","Fiefbergen",0.7,8.2,89.5,3.3,874
"01057028","Höhndorf",0.2,8.4,91,2.9,1072
"01057039","Köhn",12.9,6.8,79.8,2.3,1133
"01057040","Krokau",2.4,7.7,89.7,2.5,844
"01057041","Krummbek",0.3,8.1,90.3,2.5,1119
"01057043","Laboe",0.2,35.9,47.5,7.4,375
"01057049","Lutterbek",0.2,10.7,87.8,5.2,981
"01057056","Passade",0.8,7.9,55.8,2.6,1007
"01057060","Prasdorf",0.5,7.4,91.8,2.4,810
"01057063","Probsteierhagen",13.4,10.2,69.3,3.7,729
"01057073","Schönberg (Holstein)",1.9,32.5,62.2,8.1,596
"01057078","Stakendorf",1,9.4,88,3.8,1575
"01057079","Stein",0.1,17.8,78.5,3.9,889
"01057081","Stoltenberg",2,5.3,74.3,2,1255
"01057087","Wendtorf",1.6,19.2,52.1,4.9,1008
"01057088","Wisch",1.3,16.3,79.4,6.4,2114
"01057016","Dobersdorf",22.7,6.1,54.3,2.2,1261
"01057044","Lammershagen",13.1,2.3,40.4,1.1,2409
"01057050","Martensrade",15.5,5.7,66.5,1.7,1138
"01057052","Mucheln",10.2,5,79.5,1.8,1232
"01057072","Schlesen",9.5,6.5,82.4,2.2,953
"01057077","Selent",9,26.4,63.9,5,714
"01057090","Fargau-Pratjau",17.5,4.6,65.2,1.8,1309
"01057025","Heikendorf",15.2,33.9,48.5,7.4,596
"01057051","Mönkeberg",3.2,50.2,29.9,11.7,340
"01057074","Schönkirchen",8.3,17.5,71.1,3.9,416
"01057005","Belau",8.8,5.3,71.8,2.3,2079
"01057024","Großharrie",4.8,6.2,83.6,3.2,1705
"01057068","Rendswühren",8.9,6.8,83.3,2.4,1727
"01057069","Ruhwinkel",11.1,9.9,76.6,3.8,1365
"01057071","Schillsdorf",15.4,6,77.5,2.4,1821
"01057080","Stolpe",11.9,8,70.5,4.1,1435
"01057083","Tasdorf",5,6.9,87.3,2.5,1024
"01057085","Wankendorf",4.4,14.5,80.4,3.7,660
"01058005","Altenholz",14,22.8,59.8,5.3,433
"01058034","Büdelsdorf",3.8,70.5,14.1,11.4,437
"01058043","Eckernförde",2.5,44,16.5,8.5,433
"01058092","Kronshagen",1.1,68.8,28.9,12.1,307
"01058135","Rendsburg",5.3,55.1,29.4,14,453
"01058169","Wasbek",11.4,12.7,74,4.9,1299
"01058001","Achterwehr",12,9.1,47.9,3.6,1350
"01058028","Bredenbek",7.6,11.7,78.9,4.8,957
"01058050","Felde",12.6,15.2,70.6,5.9,996
"01058093","Krummwisch",6.9,6,74.6,1.7,1220
"01058104","Melsdorf",1.2,26.7,70.6,7.6,848
"01058126","Ottendorf",0.1,15.1,81.2,3.5,562
"01058130","Quarnbek",5.4,9.3,76.6,2.6,859
"01058171","Westensee",32,5.1,50.2,1.7,1212
"01058037","Dänischenhagen",3.1,19.6,75.2,3.8,792
"01058116","Noer",20.3,8.1,69,2.6,1293
"01058150","Schwedeneck",6.4,10.9,80.6,3.3,1108
"01058157","Strande",6,11.4,77.3,3.2,1053
"01058051","Felm",16.5,7.6,74.7,3.6,991
"01058058","Gettorf",1.1,39.9,57,9.1,494
"01058096","Lindau",15,6.4,76.7,2,1185
"01058110","Neudorf-Bornstein",4.3,7.9,87.2,3.5,1044
"01058112","Neuwittenbek",8.1,9.2,75.6,3.9,1068
"01058121","Osdorf",5.7,9.2,82.4,2.4,723
"01058142","Schinkel",4.6,8.5,82.3,2,867
"01058165","Tüttendorf",7.2,7.7,84.2,3.4,1113
"01058019","Böhnhusen",8.3,7.9,82.6,2.8,1426
"01058053","Flintbek",2.4,21,72.1,5.8,509
"01058145","Schönhorst",28.2,11.2,58,2.6,1340
"01058160","Techelsdorf",23.5,6.7,66.6,4.8,1919
"01058003","Alt Duvenstedt",6.6,14.1,68.2,6,1524
"01058054","Fockbek",11.8,18.9,60.7,5.3,792
"01058118","Nübbel",6.3,9.1,82.6,3,801
"01058136","Rickert",1.4,12.4,79.7,3.5,666
"01058010","Bargstall",3.9,6.2,84,2.8,1912
"01058029","Breiholz",0.8,8.3,74.9,3.2,1116
"01058036","Christiansholm",0.7,4.7,87.5,2.5,1717
"01058047","Elsdorf-Westermühlen",22.3,7.9,67.7,3.1,1367
"01058055","Friedrichsgraben",1.2,2.8,87.8,1.5,3235
"01058056","Friedrichsholm",0.4,8.2,85.2,3.1,1391
"01058070","Hamdorf",2.3,6.5,85.4,2.8,1567
"01058078","Hohn",3.9,15.1,70.3,9.9,2000
"01058089","Königshügel",0.1,4.8,90,2.1,1713
"01058097","Lohe-Föhrden",36,9.6,48.3,2.9,3263
"01058129","Prinzenmoor",0.9,7.9,82,4.3,2779
"01058154","Sophienhamm",0.1,6.1,74.8,2.3,1249
"01058031","Brinjahe",10.8,6.4,81.7,3.5,2678
"01058048","Embühren",7.4,7.2,84.4,3.3,2820
"01058068","Haale",4.7,7.7,82.9,3.5,1953
"01058071","Hamweddel",17.7,9,71,3.3,1959
"01058075","Hörsten",3.4,9.9,63.3,8,16167
"01058086","Jevenstedt",13.8,8.7,73.5,4,1195
"01058101","Luhnstedt",29.4,5.2,61.5,2.7,2037
"01058148","Schülp b. Rendsburg",9.6,11,64.5,4.2,1083
"01058155","Stafstedt",17.2,6.9,70.4,3,2257
"01058172","Westerrönfeld",1.5,35.3,50.5,8.8,544
"01058018","Blumenthal",4.7,12.3,77.5,6.4,1378
"01058105","Mielkendorf",12.6,14.7,62.1,5.5,837
"01058107","Molfsee",4.3,40.4,46.2,7.3,575
"01058138","Rodenbek",3.7,8.1,83.4,2.5,1185
"01058139","Rumohr",16.7,12.8,69.7,6.9,1291
"01058141","Schierensee",34,6,50.5,1.8,1511
"01058011","Bargstedt",30.9,5.7,57.1,3,2027
"01058021","Bokel",9.7,6.9,80.5,3.1,1789
"01058023","Borgdorf-Seedorf",3.6,9.2,72.9,3.9,1276
"01058027","Brammer",24.5,7.5,62.7,4.6,2973
"01058038","Dätgen",17.5,12.2,57.7,6.8,2248
"01058045","Eisendorf",2.4,10.1,81,5.2,1973
"01058046","Ellerdorf",14.4,9.3,74.1,4.3,1951
"01058049","Emkendorf",21,7,63.3,3.8,2030
"01058059","Gnutz",3.3,7.7,85.3,3.2,1510
"01058065","Groß Vollstedt",8.4,10.8,74.2,4.5,994
"01058091","Krogaspe",5.1,16.4,75.6,5.3,4427
"01058094","Langwedel",5.8,8.6,73.2,3.2,1328
"01058117","Nortorf",0.8,32.9,64.6,8.3,611
"01058120","Oldenhütten",19.3,5.5,74.3,2.3,1521
"01058147","Schülp b. Nortorf",6.4,11.3,71,5.3,1465
"01058163","Timmaspe",31.1,8.6,57.1,4.3,1225
"01058168","Warder",4.3,18.3,52.3,4.8,2327
"01058026","Bovenau",6.1,6.1,81.4,2.3,1460
"01058073","Haßmoor",9.6,6.8,83,3.6,2613
"01058122","Ostenfeld (Rendsburg)",2.3,10.5,83.5,5.6,1302
"01058124","Osterrönfeld",4.2,23.5,57.7,8.1,829
"01058132","Rade b. Rendsburg",1.2,8.6,73.4,4.6,2914
"01058140","Schacht-Audorf",3,42.2,35.4,7.8,574
"01058146","Schülldorf",1.5,12.1,81.2,8.9,2109
"01058016","Bissee",18.6,4,74.5,2,2252
"01058022","Bordesholm",10.4,35.6,40.9,8.3,471
"01058033","Brügge",6.1,11.4,79.9,3.6,850
"01058063","Grevenkrug",13.3,8,62.3,4.1,1539
"01058064","Groß Buchwald",12,6.8,80.4,3.1,1780
"01058076","Hoffeld",20.2,6.9,72.1,4.4,2838
"01058098","Loop",5.2,8.6,78.2,4.6,3612
"01058108","Mühbrook",6.1,13.6,67.7,3.8,1282
"01058109","Negenharrie",10.3,4.9,79.3,1.9,1687
"01058133","Reesdorf",2.6,12.1,82.9,4.7,2278
"01058143","Schmalstede",7.6,9.7,69.3,4.3,1519
"01058144","Schönbek",3.5,9.7,73.5,6.3,2888
"01058153","Sören",6.6,6.4,50.4,3.8,2149
"01058170","Wattenbek",3.9,22.6,62.7,5.2,464
"01058008","Ascheffel",20.5,9.9,67,3.5,1059
"01058024","Borgstedt",1.2,18.3,74.1,6.2,1043
"01058030","Brekendorf",19.3,9.9,62.6,5.6,2026
"01058035","Bünsdorf",3.6,7.3,78.2,2.5,1598
"01058039","Damendorf",17.2,8.7,68,3.1,1530
"01058066","Groß Wittensee",11.2,6.3,39.5,2.4,1152
"01058069","Haby",5,8.8,84.6,3.6,908
"01058080","Holtsee",6.9,6.6,85.7,2.1,1097
"01058081","Holzbunge",27.6,10.2,61.3,4.7,1548
"01058083","Hütten",20.4,5.9,72.6,2.4,1900
"01058088","Klein Wittensee",4.1,10,85.2,5.3,2004
"01058111","Neu Duvenstedt",14.8,8.7,72.2,4.8,3755
"01058123","Osterby",7.2,10,81.4,3.4,982
"01058127","Owschlag",8.6,10.2,70.5,4.7,1077
"01058152","Sehestedt",19.8,5.8,66.5,1.6,1056
"01058175","Ahlefeld-Bistensee",16.3,8,58.8,3.3,1680
"01058004","Altenhof",33.9,10.2,49.9,3.8,4063
"01058012","Barkelsby",7.6,8,78.2,3,923
"01058032","Brodersby",1.7,10.1,82.8,3,1489
"01058040","Damp",8.4,14.9,73.4,4.2,1387
"01058042","Dörphof",2.8,7.6,82.6,2.1,1525
"01058052","Fleckeby",13.2,11.9,68,3.5,678
"01058057","Gammelby",10.2,7.8,78,2.5,1239
"01058067","Güby",13.5,9.4,56,3.1,1526
"01058082","Holzdorf",6.4,6.2,83.5,2.4,1286
"01058084","Hummelfeld",5.9,6.4,85.2,2.6,1817
"01058087","Karby",1.1,20.4,77.7,5.4,769
"01058090","Kosel",10,6.6,56.7,2.2,1429
"01058099","Loose",2.1,5.7,86.1,2.3,919
"01058102","Goosefeld",7.3,7.7,81,2.4,1029
"01058137","Rieseby",7.1,5.3,78.5,1.9,762
"01058162","Thumby",11.1,3.8,73.7,1.7,2661
"01058166","Waabs",7.7,9.1,79.5,1.8,2120
"01058173","Windeby",10.7,8.7,78.8,3.3,1256
"01058174","Winnemark",1,7.8,73.6,2.2,1426
"01058007","Arpsdorf",12.8,6.3,79.5,3.5,2769
"01058009","Aukrug",27.1,10.4,58.6,3.9,1345
"01058013","Beldorf",9.1,8.7,67.2,5,3852
"01058014","Bendorf",11.6,7,78.8,4.1,3371
"01058015","Beringstedt",16,8,68.1,3.6,1558
"01058025","Bornholt",13.9,5.1,51.4,3,3316
"01058044","Ehndorf",9.2,8.6,77.6,4,2077
"01058061","Gokels",11.7,9.8,75.6,4.2,1920
"01058062","Grauel",5.1,7.7,79.8,3.2,1766
"01058072","Hanerau-Hademarschen",17.8,17,62.4,4.3,842
"01058074","Heinkenborstel",14.1,5,78.5,2.3,2731
"01058077","Hohenwestedt",6.7,22.1,66.9,5.9,752
"01058085","Jahrsdorf",16.7,6.9,72.1,4.1,2810
"01058100","Lütjenwestedt",6.4,5.8,77.7,3.1,2388
"01058103","Meezen",26.1,6.8,62.6,3.2,1649
"01058106","Mörel",29.7,5.2,63.8,2.7,1986
"01058113","Nienborstel",41.8,6.7,48.8,3.3,1834
"01058115","Nindorf",19.7,7.3,72.2,2.9,1712
"01058119","Oldenbüttel",1,13,72,2.8,4244
"01058125","Osterstedt",5.6,7.8,84.9,3.1,1247
"01058128","Padenstedt",8.3,14.4,71.3,6.1,1230
"01058131","Rade b. Hohenwestedt",7.6,6.6,82.6,2.3,2244
"01058134","Remmels",7.5,7.6,82,3,1637
"01058151","Seefeld",4,9.4,81.6,4,1828
"01058156","Steenfeld",1.4,8,80.7,3.3,2737
"01058158","Tackesdorf",7.8,3.9,63.3,2.2,4215
"01058159","Tappendorf",15.6,8.8,74.2,3.5,1792
"01058161","Thaden",30.8,6,61.5,2.9,3077
"01058164","Todenbüttel",11.3,11.3,72,3.4,1309
"01058167","Wapelfeld",5.8,9.7,79.3,4.6,2434
"01059045","Kappeln",6.5,16.2,57.1,4,820
"01059075","Schleswig",8.9,48.4,18.9,10.8,462
"01059113","Glücksburg (Ostsee)",16.4,10.8,17.5,2.6,702
"01059120","Harrislee",9.5,31.9,40.7,7.5,520
"01059183","Handewitt",10.6,15.6,69.3,5.6,1089
"01059107","Eggebek",10.2,26.6,62.1,6.1,1808
"01059128","Janneby",0.5,6.8,90.4,3.2,2412
"01059131","Jerrishoe",8.6,8.4,82.1,3.6,1402
"01059132","Jörl",7.7,8.3,80,3.6,2220
"01059138","Langstedt",16.6,8.5,73.2,3.6,1058
"01059162","Sollerup",2.3,7.5,88.6,3,1955
"01059169","Süderhackstedt",8,6.9,82.6,3.4,2075
"01059174","Wanderup",2.2,9.5,84.2,3.5,1098
"01059012","Borgwedel",4.6,12.6,53.8,3.4,1835
"01059018","Busdorf",5.8,37.8,45.4,17,952
"01059019","Dannewerk",2.9,16.7,77.9,9.8,2440
"01059026","Fahrdorf",2.8,15.5,58.6,4.3,724
"01059032","Geltorf",5.3,5.7,86.4,2.8,1256
"01059043","Jagel",2.2,38,44,31.5,4707
"01059056","Lottorf",1.9,11.4,84.1,7.8,2541
"01059078","Selk",10.6,13.3,64,6.4,1546
"01059101","Tastrup",2.9,9.9,85.4,4.1,1023
"01059103","Ausacker",5,8.9,84.8,4,1537
"01059116","Großsolt",4.5,9.2,82.3,3.8,1277
"01059126","Hürup",4.3,10.5,83.5,4.6,1377
"01059127","Husby",3.2,11.1,84.7,4.1,909
"01059141","Maasbüll",3.6,10.3,84.3,4.2,1143
"01059182","Freienwill",4.2,9.6,83.4,3.6,929
"01059002","Arnis",1.4,38.4,4,5.8,610
"01059034","Grödersby",3.2,6.6,62.3,2.6,2116
"01059067","Oersberg",4.4,6.2,88.1,2.5,1440
"01059068","Rabenkirchen-Faulück",3.4,9.4,80,3.4,2052
"01059106","Dollerup",3.7,10.1,84.5,3.8,1291
"01059118","Grundhof",2.4,9.8,86.6,3.4,1293
"01059137","Langballig",6.5,9.2,55.4,3,915
"01059145","Munkbrarup",4.6,8.3,57.5,3.1,956
"01059157","Ringsberg",3.8,8.8,86.6,3,844
"01059176","Wees",13.4,14.2,71.2,5,758
"01059178","Westerholz",3.1,6.2,32.6,2.1,1215
"01059159","Sieverstedt",10.3,11.1,76,6.3,2089
"01059171","Tarp",5.5,24,67.9,6,674
"01059184","Oeversee",9.1,12.7,70.8,5.1,1335
"01059076","Schnarup-Thumby",2.9,7.8,88.3,3.3,1529
"01059161","Sörup",4.8,10,81.1,3.6,1029
"01059185","Mittelangeln",13,10.4,73.2,3.3,896
"01059105","Böxlund",2.1,7.5,86.3,3.5,3250
"01059115","Großenwiehe",2.8,10.2,85.2,3.6,1016
"01059123","Hörup",6.7,8.7,82.7,3.5,2546
"01059124","Holt",1.9,5.6,90.6,3.2,4477
"01059129","Jardelund",9,10.9,72.6,3.4,5765
"01059143","Medelby",10,11.4,76.8,3.7,1141
"01059144","Meyn",10,9.9,78.4,3.6,1676
"01059149","Nordhackstedt",0.8,8.9,88.5,3.3,2328
"01059151","Osterby",8.3,7.4,81.9,3.2,2907
"01059158","Schafflund",7.5,13.9,76.7,4.3,978
"01059173","Wallsbüll",25.3,8.5,64.5,3.7,1208
"01059177","Weesby",5,6.7,86.7,3,3260
"01059179","Lindewitt",6.4,7.5,82.9,3.6,2030
"01059006","Böel",4.4,8.3,85.7,3.4,1609
"01059055","Loit",4.7,7.7,86.4,3.3,1956
"01059060","Mohrkirch",9.4,8.8,80.7,3.1,1326
"01059063","Norderbrarup",6,12.2,77.2,4.2,759
"01059065","Nottfeld",18.9,9.3,69.5,4.2,2462
"01059070","Rügge",6.3,6.8,85.9,2.8,1649
"01059072","Saustrup",22.1,5.6,71.3,2.5,2450
"01059074","Scheggerott",8.4,8.3,81.6,2.9,1439
"01059080","Steinfeld",2.4,10.5,86.1,3.4,1130
"01059083","Süderbrarup",8.5,18.7,70.6,4.7,738
"01059094","Ulsnis",5,6.6,69.6,2.3,1952
"01059095","Wagersrott",8.1,6.4,84.1,2.4,1689
"01059187","Boren",3.9,7.8,73.8,3,2026
"01059008","Böklund",16.5,16.8,65.3,4.5,798
"01059037","Havetoft",6.2,8.4,81.6,3.5,1367
"01059042","Idstedt",26.2,11.1,47.5,3.9,1647
"01059049","Klappholz",6.2,8.6,84.7,3.1,1547
"01059062","Neuberend",8.4,33.8,54.6,19.6,1283
"01059073","Schaalby",4.5,8,71,3.1,1287
"01059081","Stolk",5.5,8.7,83.2,4.1,1580
"01059082","Struxdorf",2.1,8.7,86.3,3.6,1824
"01059084","Süderfahrenstedt",10.6,7.2,63.5,3.5,1423
"01059086","Taarstedt",4.5,8.9,85.8,3.1,1361
"01059090","Tolk",2.7,12.6,81.6,3.3,1261
"01059093","Ülsby",17.5,7,74.3,3.3,1706
"01059097","Twedt",2.8,7.5,87.9,3.2,1775
"01059098","Nübel",5.8,8.7,82.7,3.2,1246
"01059189","Brodersby-Goltoft",2.2,9.8,70.2,2.8,1911
"01059102","Ahneby",2.8,6.9,89.8,2.4,1338
"01059109","Esgrus",3.8,7.2,88.2,2.5,1576
"01059112","Gelting",7.1,10.5,77.9,2.9,1012
"01059121","Hasselberg",0.8,10.4,87.2,3.1,1448
"01059136","Kronsgaard",1.4,8.5,87.9,2.5,2056
"01059142","Maasholm",16.4,9.8,28,3,1400
"01059147","Nieby",6.3,6.3,73.6,2.9,3898
"01059148","Niesgrau",2.7,9.2,85.1,3.6,1715
"01059152","Pommerby",0.8,7.2,89.6,2.1,2624
"01059154","Rabel",7.6,5.6,64.9,1.8,778
"01059155","Rabenholz",3.2,7.3,89.3,2.5,1469
"01059163","Stangheck",18.3,4.8,76.4,1.8,2377
"01059164","Steinberg",3.7,7.9,66.7,2.3,1616
"01059167","Sterup",4.1,9.4,85.5,2.9,1215
"01059168","Stoltebüll",8.4,6.2,84.9,1.9,1429
"01059186","Steinbergkirche",5.8,8.9,75.5,2.9,1183
"01059010","Bollingstedt",9.9,10.3,74.6,5.4,1970
"01059023","Ellingstedt",2.7,6.8,89.7,3,1915
"01059039","Hollingstedt",1.8,7.8,87.4,2.7,1371
"01059041","Hüsby",3.8,9.6,84.5,4.7,1166
"01059044","Jübek",1.5,16.4,80.3,5.3,930
"01059057","Lürschau",14.6,12.6,59.9,6.2,1890
"01059077","Schuby",10.7,14.3,72.6,6,1276
"01059079","Silberstedt",6.9,10,81.1,4.1,1637
"01059092","Treia",12.6,9.8,76,3.9,1362
"01059001","Alt Bennebek",2.1,5.6,90.8,2.8,2407
"01059005","Bergenhusen",5.2,6.6,79.6,2.8,1678
"01059009","Börm",0.7,8.2,89.3,3.4,2029
"01059020","Dörpstedt",0.9,6.6,86.5,2.8,2008
"01059024","Erfde",0.7,8.2,82.4,3.8,1435
"01059035","Groß Rheide",3.2,8.7,86.7,3.7,1537
"01059050","Klein Bennebek",5.5,5.8,84.2,3.2,2731
"01059051","Klein Rheide",3.9,17.4,76.7,14.8,6807
"01059053","Kropp",27.7,17.7,51.9,5.2,844
"01059058","Meggerdorf",0.4,6.5,77.7,3.6,2313
"01059087","Tetenhusen",13,6.8,68,3.5,1669
"01059088","Tielen",0.6,4.8,84.9,2.9,2201
"01059096","Wohlde",7.4,7,80.5,3.1,2088
"01059188","Stapel",2.5,8.4,66.8,3.9,1514
"01060004","Bad Bramstedt",19.5,32.7,43.4,8.4,535
"01060005","Bad Segeberg",9.5,42.6,34.7,9.6,462
"01060019","Ellerau",3.9,35,58.6,7.5,393
"01060039","Henstedt-Ulzburg",7.4,31.2,58.2,6.9,438
"01060044","Kaltenkirchen",12.9,42.2,42.3,9.5,441
"01060063","Norderstedt",15,46.8,33.5,10.3,343
"01060092","Wahlstedt",10.8,32.5,52.4,7.6,525
"01060003","Armstedt",3.4,7.4,88.3,3,1737
"01060009","Bimöhlen",18.4,9.5,70.6,4.4,1627
"01060013","Borstel",16.4,7.6,74.8,4.2,3009
"01060021","Föhrden-Barl",10.2,6.9,81.6,3.8,2101
"01060023","Fuhlendorf",7.9,11.9,79.2,6.5,1903
"01060027","Großenaspe",11.7,8.7,76.2,4.8,1335
"01060031","Hagen",15.1,8.8,74.8,3.4,1490
"01060033","Hardebek",6,6.7,86.2,2.5,1416
"01060035","Hasenkrug",8.3,9.2,81.3,5,1415
"01060037","Heidmoor",31.5,5.1,52.7,3.8,3016
"01060040","Hitzhusen",3.8,14.2,79.1,5.9,910
"01060056","Mönkloh",57.3,4.5,37.4,2.3,2342
"01060095","Weddelbrook",4.6,9.7,84.1,3.6,1308
"01060099","Wiemersdorf",7,10.5,81.2,5.1,1076
"01060012","Bornhöved",8.9,21.8,54.8,7.2,943
"01060017","Damsdorf",18.1,9.8,42.4,3.5,3393
"01060026","Gönnebek",21,8.4,70.2,2.7,2543
"01060072","Schmalensee",1.3,7.8,88.8,3.8,1394
"01060080","Stocksee",11.8,6.3,56.9,2.4,1765
"01060086","Tarbek",13.5,5.1,71.8,2.8,3235
"01060087","Tensfeld",13.7,18.2,43,4.6,2079
"01060089","Trappenkamp",14.5,68.1,12.7,11.7,453
"01060043","Itzstedt",3.4,17.1,66.3,5.2,537
"01060046","Kayhude",11.6,15.8,69.4,4,700
"01060058","Nahe",2.2,17,78,4.4,720
"01060065","Oering",7.2,11.1,80.1,3.1,733
"01060076","Seth",0.8,12.9,82.2,3.8,704
"01060085","Sülfeld",12.1,12.9,69.7,3.6,1027
"01060002","Alveslohe",8.4,17.2,73.3,4.9,1349
"01060034","Hartenholm",19.1,11.6,64.3,3.8,945
"01060036","Hasenmoor",36.6,8.1,54.7,3.7,1879
"01060054","Lentföhrden",15.6,12.8,64.9,6.3,959
"01060064","Nützen",17,10.5,62.9,5.7,1908
"01060073","Schmalfeld",8.2,11.1,78.1,3.7,1129
"01060042","Hüttblek",5.2,12.9,80.9,3.6,935
"01060045","Kattendorf",23.7,7.7,68,2.7,883
"01060047","Kisdorf",14.3,13.5,70.9,3.4,836
"01060066","Oersdorf",24.7,11.2,63.1,3.5,838
"01060077","Sievershütten",5.6,12.2,81.6,3.5,787
"01060082","Struvenhütten",4.8,10.1,82.8,3.7,1335
"01060084","Stuvenborn",0.8,9.3,88.7,3.2,854
"01060094","Wakendorf II",0.6,9.6,87.4,3.9,914
"01060100","Winsen",32,10.8,55.2,3.2,1154
"01060007","Bark",32.5,7.4,51.5,3.4,1609
"01060008","Bebensee",2.7,10.5,78.9,4.5,1075
"01060022","Fredesdorf",0.9,7.2,81.5,3.2,1068
"01060029","Groß Niendorf",4.9,6.5,86.7,3.1,1031
"01060041","Högersdorf",3.8,11.5,78.1,5.9,1399
"01060051","Kükels",3.9,7.3,80.3,3.1,1362
"01060053","Leezen",2.4,11.1,83.7,3.5,958
"01060057","Mözen",1.8,7.6,71.6,3.5,1371
"01060062","Neversdorf",4.6,11.2,70.9,4.4,1126
"01060074","Schwissel",4.3,11.8,76.9,7.6,2034
"01060088","Todesfelde",4.4,7.2,86.8,3.1,1134
"01060101","Wittenborn",20.9,18.8,52.2,4.9,1194
"01060011","Boostedt",41.7,14.9,42.2,4.8,566
"01060016","Daldorf",45.5,10.9,41.4,4.1,2545
"01060028","Groß Kummerfeld",20.4,9.1,69.2,4.6,1427
"01060038","Heidmühlen",27.4,7.2,62.9,3.3,1919
"01060052","Latendorf",20.9,6.7,70.5,3.8,1972
"01060068","Rickling",36.6,9.8,51.4,4.4,1235
"01060006","Bahrenhof",19.4,6.5,73.9,3,1724
"01060010","Blunk",3.5,7.5,78.4,3.4,1391
"01060015","Bühnsdorf",3.4,7.8,88.2,3,880
"01060018","Dreggers",11.2,4.2,83.3,2.5,2289
"01060020","Fahrenkrug",0.3,19.7,75.5,5.4,741
"01060024","Geschendorf",4.5,14.1,80.2,8.7,1396
"01060025","Glasau",17.5,5.6,74.1,1.8,1201
"01060030","Groß Rönnau",3.8,12.4,77.2,4.1,1383
"01060048","Klein Gladebrügge",2.4,11.5,84,3.8,928
"01060049","Klein Rönnau",3.5,24.3,59.5,4.8,624
